PROVIDERID,ZIP,SERVICETYPEBYAGE,COORDINATES
27459,81007,Infant/Toddler Facility,"[38.306675, -104.719454]"
27707,81007,FCC/DC/CCC,"[38.303917999999996, -104.742067]"
27717,80234,School-Age Facility,"[39.935294, -105.00745400000001]"
27718,80033,School-Age Facility,"[39.764404, -105.12234699999999]"
27737,80222,FCC/DC/CCC,"[39.663252, -104.941271]"
27739,81503,FCC/DC/CCC,"[39.042770000000004, -108.486575]"
27741,80220,School-Age Facility,"[39.717515, -104.93692800000001]"
27745,80919,FCC/DC/CCC,"[38.922646, -104.850752]"
27804,80226,FCC/DC/CCC,"[39.698789, -105.071569]"
27829,80550,FCC/DC/CCC,"[40.473647, -104.928692]"
27910,80138,FCC/DC/CCC,"[39.498162, -104.742615]"
27961,81007,FCC/DC/CCC,"[38.324067, -104.735853]"
27972,80504,FCC/DC/CCC,"[40.181144, -105.062132]"
27989,81143,FCC/DC/CCC,"[37.998646, -105.91018999999999]"
28015,80121,Preschool Facility,"[39.601633, -104.923548]"
28035,81301,FCC/DC/CCC,"[37.295327, -107.861011]"
28171,81058,FCC/DC/CCC,"[38.109081, -103.871176]"
28179,80542,School-Age Facility,"[40.232535, -105.00211499999999]"
28451,80906,School-Age Facility,"[38.806208000000005, -104.849577]"
28452,80526,FCC/DC/CCC,"[40.552125, -105.08703700000001]"
28457,80013,School-Age Facility,"[39.648713, -104.784408]"
28459,80134,FCC/DC/CCC,"[39.501574, -104.76068599999999]"
28468,81505,School-Age Facility,"[39.091105999999996, -108.579719]"
28470,80501,FCC/DC/CCC,"[40.183124, -105.115525]"
28636,80030,FCC/DC/CCC,"[39.848146, -105.033875]"
28789,80910,FCC/DC/CCC,"[38.827051000000004, -104.754796]"
29017,81144,FCC/DC/CCC,"[37.571946999999994, -106.142775]"
29031,80807,FCC/DC/CCC,"[39.3029, -102.27239]"
29038,80138,School-Age Facility,"[39.506789000000005, -104.755025]"
29050,80537,FCC/DC/CCC,"[40.380873, -105.10218700000001]"
29117,80906,School-Age Facility,"[38.808174, -104.85963100000001]"
29215,80020,FCC/DC/CCC,"[39.941483000000005, -105.01608700000001]"
29239,80132,FCC/DC/CCC,"[39.068242, -104.839013]"
29521,80534,FCC/DC/CCC,"[40.33362, -104.91876699999999]"
29710,81301,FCC/DC/CCC,"[37.299902, -107.86716299999999]"
29735,81001,FCC/DC/CCC,"[38.291721, -104.589872]"
29749,80125,FCC/DC/CCC,"[39.481646000000005, -105.08116899999999]"
29751,80104,FCC/DC/CCC,"[39.355884, -104.81081800000001]"
29861,80917,School-Age Facility,"[38.878538, -104.746832]"
30064,81321,FCC/DC/CCC,"[37.352185, -108.587653]"
30067,80828,FCC/DC/CCC,"[39.270042, -103.69875400000001]"
30122,80239,FCC/DC/CCC,"[39.785569, -104.82462199999999]"
30142,80439,School-Age Facility,"[39.588607, -105.303757]"
30243,80904,Preschool Facility,"[38.84265, -104.863832]"
30365,80237,School-Age Facility,"[39.642983, -104.891547]"
30371,80130,FCC/DC/CCC,"[39.554276, -104.920622]"
30423,80031,FCC/DC/CCC,"[39.911322999999996, -105.04489299999999]"
30503,80751,FCC/DC/CCC,"[40.629957, -103.222387]"
30654,80906,FCC/DC/CCC,"[38.777266, -104.789978]"
30895,81403,FCC/DC/CCC,"[38.478606, -107.89325600000001]"
31025,80010,School-Age Facility,"[39.73472, -104.859923]"
31040,80911,School-Age Facility,"[38.754191, -104.737768]"
31425,80004,FCC/DC/CCC,"[39.812104999999995, -105.16119499999999]"
31426,80010,Preschool Facility,"[39.742913, -104.87088899999999]"
31428,80013,Preschool Facility,"[39.661974, -104.799637]"
31429,80012,Preschool Facility,"[39.682651, -104.818474]"
31430,80013,Preschool Facility,"[39.660047999999996, -104.785576]"
31438,80113,Infant/Toddler Facility,"[39.663753, -104.97381899999999]"
31769,80124,FCC/DC/CCC,"[39.528411, -104.912419]"
31777,80126,Preschool Facility,"[39.560133, -104.96651200000001]"
31779,80134,Preschool Facility,"[39.515432000000004, -104.740486]"
31787,80129,FCC/DC/CCC,"[39.527696999999996, -105.02178400000001]"
31790,80134,Preschool Facility,"[39.506789000000005, -104.755025]"
31791,80134,Preschool Facility,"[39.541876, -104.765477]"
31795,81524,School-Age Facility,"[39.203478999999994, -108.81196200000001]"
31940,80528,School-Age Facility,"[40.51877, -105.0266]"
31942,80134,FCC/DC/CCC,"[39.520775, -104.771496]"
32064,80134,Preschool Facility,"[39.525183, -104.78664599999999]"
32075,80219,School-Age Facility,"[39.708161, -105.04591599999999]"
32162,80247,School-Age Facility,"[39.69757, -104.876594]"
32222,80504,Infant/Toddler Facility,"[40.201437, -105.08152]"
32273,80601,School-Age Facility,"[39.993117, -104.802203]"
32318,80209,FCC/DC/CCC,"[39.689629, -105.027601]"
32387,81432,School-Age Facility,"[38.153259999999996, -107.75751799999999]"
32401,81501,Preschool Facility,"[39.081285, -108.54030700000001]"
32403,81503,Preschool Facility,"[39.033159999999995, -108.503033]"
32404,81504,Preschool Facility,"[39.09008, -108.497933]"
32474,80241,FCC/DC/CCC,"[39.929445, -104.975973]"
32675,80751,FCC/DC/CCC,"[40.609702, -103.218053]"
32688,80134,FCC/DC/CCC,"[39.494815, -104.80955300000001]"
33035,81503,FCC/DC/CCC,"[39.045651, -108.54683700000001]"
33049,80751,FCC/DC/CCC,"[40.636955, -103.235899]"
33082,80920,FCC/DC/CCC,"[38.963135, -104.74744799999999]"
33138,81007,FCC/DC/CCC,"[38.318165, -104.73527]"
33156,80222,FCC/DC/CCC,"[39.686228, -104.922643]"
33207,81063,FCC/DC/CCC,"[38.221601, -103.75338]"
33214,80601,Preschool Facility,"[39.988439, -104.81550899999999]"
33228,80241,Preschool Facility,"[39.937529, -104.947424]"
33420,80304,FCC/DC/CCC,"[40.024825, -105.280226]"
33421,80214,FCC/DC/CCC,"[39.745515999999995, -105.066499]"
33629,80601,School-Age Facility,"[39.97957, -104.802177]"
33810,81501,FCC/DC/CCC,"[39.074701, -108.567201]"
34019,81004,FCC/DC/CCC,"[38.270813000000004, -104.634908]"
34021,80030,FCC/DC/CCC,"[39.836090999999996, -105.050625]"
34176,80524,FCC/DC/CCC,"[40.60383, -105.08841799999999]"
34177,80124,FCC/DC/CCC,"[39.560538, -104.900853]"
34178,80439,FCC/DC/CCC,"[39.647163, -105.416023]"
34316,80228,FCC/DC/CCC,"[39.698495, -105.135466]"
34317,81505,FCC/DC/CCC,"[39.079766, -108.573823]"
34318,81402,FCC/DC/CCC,"[38.506042, -107.84233799999998]"
34428,81323,Infant/Toddler Facility,"[37.472601, -108.503074]"
34532,80123,School-Age Facility,"[39.609667, -105.077619]"
34585,80421,FCC/DC/CCC,"[39.414849, -105.448194]"
34616,80004,FCC/DC/CCC,"[39.811147999999996, -105.123342]"
34704,81147,FCC/DC/CCC,"[37.248588, -107.08672800000001]"
34711,80030,School-Age Facility,"[39.848146, -105.033875]"
34763,80021,Infant/Toddler Facility,"[39.879909999999995, -105.104925]"
34806,80239,FCC/DC/CCC,"[39.795052, -104.810417]"
34869,80525,FCC/DC/CCC,"[40.497184999999995, -105.08111799999999]"
35002,81001,FCC/DC/CCC,"[38.288363000000004, -104.588511]"
35068,80004,FCC/DC/CCC,"[39.813094, -105.14358]"
35361,80403,FCC/DC/CCC,"[39.765662, -105.232001]"
35370,80919,FCC/DC/CCC,"[38.928437, -104.86573700000001]"
35373,80442,School-Age Facility,"[39.943535, -105.89511599999999]"
35465,80127,FCC/DC/CCC,"[39.59813, -105.14178600000001]"
35597,80550,FCC/DC/CCC,"[40.453033000000005, -104.91319299999999]"
35715,80122,School-Age Facility,"[39.590284000000004, -104.970574]"
35872,80303,FCC/DC/CCC,"[39.992914, -105.234978]"
35953,81052,FCC/DC/CCC,"[38.07069, -102.646102]"
36341,80015,School-Age Facility,"[39.622445, -104.72623399999999]"
36350,81503,School-Age Facility,"[39.03196, -108.51773700000001]"
36351,81501,School-Age Facility,"[39.077662, -108.54106000000002]"
36352,81520,School-Age Facility,"[39.070965, -108.44900600000001]"
36362,80239,FCC/DC/CCC,"[39.78611, -104.807958]"
36383,81054,FCC/DC/CCC,"[38.067397, -103.231825]"
36393,80528,Preschool Facility,"[40.51877, -105.0266]"
36453,81025,FCC/DC/CCC,"[38.254451, -104.256847]"
36482,80751,FCC/DC/CCC,"[40.640381, -103.206767]"
36533,80634,FCC/DC/CCC,"[40.419637, -104.76456]"
36543,81650,FCC/DC/CCC,"[39.555038, -107.780704]"
36566,81101,FCC/DC/CCC,"[37.460006, -105.87021999999999]"
36606,81503,Infant/Toddler Facility,"[39.036599, -108.546885]"
36711,80013,School-Age Facility,"[39.669571999999995, -104.777138]"
36746,80204,FCC/DC/CCC,"[39.736478999999996, -104.99498799999999]"
36883,80128,FCC/DC/CCC,"[39.585798, -105.09752399999999]"
36916,81611,School-Age Facility,"[39.190895000000005, -106.84926899999999]"
36989,81007,FCC/DC/CCC,"[38.325033000000005, -104.735067]"
37086,80909,FCC/DC/CCC,"[38.860985, -104.748899]"
37249,80013,School-Age Facility,"[39.660047999999996, -104.785576]"
37283,80215,School-Age Facility,"[39.751483, -105.13243500000002]"
37284,81301,FCC/DC/CCC,"[37.294623, -107.87903]"
37296,80124,FCC/DC/CCC,"[39.551115, -104.882526]"
37298,80831,FCC/DC/CCC,"[38.999299, -104.60484]"
37414,80015,FCC/DC/CCC,"[39.625688000000004, -104.777647]"
37415,80905,FCC/DC/CCC,"[38.852656, -104.834776]"
37458,80634,FCC/DC/CCC,"[40.405333, -104.738697]"
37459,80602,Preschool Facility,"[39.934193, -104.91131100000001]"
37689,80023,School-Age Facility,"[39.946351, -105.04485]"
37855,80229,FCC/DC/CCC,"[39.878215000000004, -104.948879]"
37858,81650,FCC/DC/CCC,"[39.534024, -107.77601899999999]"
37902,81416,FCC/DC/CCC,"[38.7699, -108.071122]"
37943,80013,School-Age Facility,"[39.646499, -104.74498299999999]"
37994,80219,FCC/DC/CCC,"[39.694759999999995, -105.03938899999999]"
38034,80002,FCC/DC/CCC,"[39.80239, -105.14197800000001]"
38037,80004,FCC/DC/CCC,"[39.811956, -105.15526200000001]"
38198,80127,School-Age Facility,"[39.585002, -105.121054]"
38200,80304,FCC/DC/CCC,"[40.04942, -105.27228000000001]"
38225,80634,FCC/DC/CCC,"[40.367526, -104.754592]"
38310,80863,FCC/DC/CCC,"[39.012504, -105.06095400000001]"
38311,80909,Preschool Facility,"[38.845917, -104.792135]"
38313,80020,FCC/DC/CCC,"[39.929635, -105.077389]"
38314,81140,FCC/DC/CCC,"[37.249204999999996, -105.96806399999998]"
38318,80226,FCC/DC/CCC,"[39.719313, -105.05261599999999]"
38328,80220,FCC/DC/CCC,"[39.737621000000004, -104.904081]"
38396,81151,Preschool Facility,"[37.257377000000005, -105.907643]"
38414,80134,FCC/DC/CCC,"[39.495955, -104.761526]"
38461,80237,School-Age Facility,"[39.647714, -104.912139]"
38510,80537,Preschool Facility,"[40.39458, -105.066872]"
38512,80233,FCC/DC/CCC,"[39.898163000000004, -104.933575]"
38728,81122,FCC/DC/CCC,"[37.227748, -107.59293100000001]"
38859,80033,FCC/DC/CCC,"[39.766117, -105.13608799999999]"
38876,80104,School-Age Facility,"[39.383808, -104.87135900000001]"
38992,80906,FCC/DC/CCC,"[38.753161, -104.81219]"
39021,80513,FCC/DC/CCC,"[40.301702, -105.08403500000001]"
39183,80538,Infant/Toddler Facility,"[40.437077, -105.088242]"
39249,80701,FCC/DC/CCC,"[40.249046, -103.792108]"
39397,81503,FCC/DC/CCC,"[39.049712, -108.56606699999999]"
39611,81212,School-Age Facility,"[38.447026, -105.238552]"
39614,81132,FCC/DC/CCC,"[37.678034999999994, -106.356898]"
39875,80219,FCC/DC/CCC,"[39.696115999999996, -105.02073]"
39882,80918,FCC/DC/CCC,"[38.919734999999996, -104.760161]"
39895,81001,FCC/DC/CCC,"[38.266652, -104.592303]"
39973,80831,Preschool Facility,"[38.951796, -104.598782]"
39980,80909,FCC/DC/CCC,"[38.860824, -104.781655]"
40010,81230,FCC/DC/CCC,"[38.575931, -106.965349]"
40066,80129,School-Age Facility,"[39.532222999999995, -104.996478]"
40067,80303,School-Age Facility,"[39.980453999999995, -105.26306000000001]"
40117,80906,FCC/DC/CCC,"[38.785631, -104.797579]"
40251,80134,FCC/DC/CCC,"[39.533555, -104.791601]"
40353,81004,FCC/DC/CCC,"[38.267091, -104.63304699999999]"
40445,80303,School-Age Facility,"[40.008477, -105.23358200000001]"
40474,80302,School-Age Facility,"[40.008334999999995, -105.284898]"
40475,80304,School-Age Facility,"[40.035817, -105.28391200000002]"
40477,80027,School-Age Facility,"[39.97469, -105.137394]"
40480,80305,School-Age Facility,"[39.972327, -105.261269]"
40482,80027,School-Age Facility,"[39.936422, -105.158657]"
40657,80121,School-Age Facility,"[39.600611, -104.969179]"
40723,81005,Infant/Toddler Facility,"[38.250134, -104.665181]"
40899,80129,Preschool Facility,"[39.532222999999995, -104.996478]"
40904,80498,FCC/DC/CCC,"[39.633659, -106.07863200000001]"
41064,80701,FCC/DC/CCC,"[40.22441, -103.887265]"
41173,80911,Preschool Facility,"[38.761324, -104.744764]"
41174,81506,FCC/DC/CCC,"[39.119352, -108.559808]"
41180,80228,FCC/DC/CCC,"[39.681439000000005, -105.1443]"
41243,81212,School-Age Facility,"[38.467937, -105.23881000000002]"
41320,81050,FCC/DC/CCC,"[37.978784999999995, -103.535956]"
41327,80528,FCC/DC/CCC,"[40.509988, -105.045069]"
41434,80602,FCC/DC/CCC,"[39.919051, -104.913109]"
41593,80477,FCC/DC/CCC,"[40.464252, -106.826943]"
41753,81620,FCC/DC/CCC,"[39.638311, -106.534761]"
41757,81632,FCC/DC/CCC,"[39.656523, -106.63639099999999]"
41851,81005,FCC/DC/CCC,"[38.226145, -104.658276]"
41863,80747,FCC/DC/CCC,"[40.961442, -103.117711]"
41865,81052,FCC/DC/CCC,"[38.07067, -102.62796800000001]"
42027,80229,Preschool Facility,"[39.847607, -104.970316]"
42029,81082,FCC/DC/CCC,"[37.179664, -104.506215]"
42226,80909,Preschool Facility,"[38.850884, -104.76669]"
42423,81501,FCC/DC/CCC,"[39.070935999999996, -108.53963999999999]"
42549,80910,FCC/DC/CCC,"[38.807185, -104.775012]"
42589,80121,FCC/DC/CCC,"[39.599462, -104.987873]"
42758,80517,FCC/DC/CCC,"[40.349636, -105.520129]"
42852,81122,FCC/DC/CCC,"[37.228275, -107.589132]"
42960,80537,Preschool Facility,"[40.350884, -105.09934799999999]"
43049,80920,FCC/DC/CCC,"[38.942756, -104.762814]"
43051,80026,School-Age Facility,"[40.012709, -105.13458999999999]"
43052,80020,Preschool Facility,"[39.934703000000006, -105.022798]"
43125,81003,FCC/DC/CCC,"[38.296785, -104.624957]"
43210,81005,Preschool Facility,"[38.255204, -104.67059499999999]"
43211,81004,FCC/DC/CCC,"[38.244938, -104.630039]"
43212,81005,Preschool Facility,"[38.222823999999996, -104.648599]"
43213,81004,Preschool Facility,"[38.264686, -104.631074]"
43214,81003,FCC/DC/CCC,"[38.246762, -104.616504]"
43215,81001,Preschool Facility,"[38.298545000000004, -104.590301]"
43246,80907,FCC/DC/CCC,"[38.884246999999995, -104.796093]"
43325,81008,Preschool Facility,"[38.300356, -104.63223]"
43329,81005,Preschool Facility,"[38.22084, -104.661035]"
43330,81001,Preschool Facility,"[38.297253999999995, -104.599918]"
43331,81005,FCC/DC/CCC,"[38.21504, -104.65316800000001]"
43332,81005,Preschool Facility,"[38.245976, -104.656288]"
43457,81144,FCC/DC/CCC,"[37.575814, -106.150842]"
43508,80758,Infant/Toddler Facility,"[40.081789, -102.211034]"
43525,80012,FCC/DC/CCC,"[39.704848999999996, -104.826207]"
43903,80401,Infant/Toddler Facility,"[39.737517, -105.14845600000001]"
43914,80907,FCC/DC/CCC,"[38.887013, -104.848226]"
43926,80126,FCC/DC/CCC,"[39.563615999999996, -104.983572]"
43928,80525,School-Age Facility,"[40.523703000000005, -105.038297]"
43930,80020,FCC/DC/CCC,"[39.930318, -105.08941100000001]"
43961,81001,FCC/DC/CCC,"[38.283259, -104.56039100000001]"
43962,81004,FCC/DC/CCC,"[38.236016, -104.620192]"
44150,80222,School-Age Facility,"[39.668702, -104.913829]"
44271,81504,FCC/DC/CCC,"[39.071075, -108.471911]"
44288,80205,School-Age Facility,"[39.768731, -104.958772]"
44295,80129,FCC/DC/CCC,"[39.547610999999996, -104.99566899999999]"
44347,80004,FCC/DC/CCC,"[39.826664, -105.13983200000001]"
44719,80222,School-Age Facility,"[39.668921999999995, -104.94135700000001]"
44884,80020,School-Age Facility,"[39.947513, -105.05678700000001]"
44888,80027,School-Age Facility,"[39.921240000000004, -105.16134699999999]"
44951,80517,School-Age Facility,"[40.272755, -105.540049]"
45117,80501,FCC/DC/CCC,"[40.150869, -105.122671]"
45291,80439,FCC/DC/CCC,"[39.647337, -105.33851499999999]"
45473,80228,Preschool Facility,"[39.703059, -105.14661000000001]"
45479,80918,FCC/DC/CCC,"[38.929712, -104.79711999999999]"
45480,80246,FCC/DC/CCC,"[39.710267, -104.92894299999999]"
45485,80204,FCC/DC/CCC,"[39.736014000000004, -105.022225]"
45492,80120,FCC/DC/CCC,"[39.589368, -105.01553100000001]"
45497,80487,FCC/DC/CCC,"[40.451883, -106.80550900000001]"
45498,81001,Preschool Facility,"[38.284637, -104.594779]"
45499,80487,FCC/DC/CCC,"[40.488031, -106.84616100000001]"
45503,80542,Preschool Facility,"[40.232526, -105.00206499999999]"
45507,81501,FCC/DC/CCC,"[39.067053, -108.555158]"
45508,80110,FCC/DC/CCC,"[39.628087, -104.989479]"
45521,80222,FCC/DC/CCC,"[39.710029999999996, -104.930516]"
45526,80003,FCC/DC/CCC,"[39.813394, -105.04651299999999]"
45552,80234,FCC/DC/CCC,"[39.889262, -105.006231]"
45564,81102,FCC/DC/CCC,"[37.475910999999996, -105.88362099999999]"
45573,80120,FCC/DC/CCC,"[39.610217999999996, -105.02108100000001]"
45581,80123,FCC/DC/CCC,"[39.620199, -105.035821]"
45608,81323,School-Age Facility,"[37.571290999999995, -108.36753300000001]"
45609,80501,FCC/DC/CCC,"[40.174634000000005, -105.11721000000001]"
45615,80214,FCC/DC/CCC,"[39.737629999999996, -105.08891399999999]"
45617,80222,FCC/DC/CCC,"[39.67286, -104.938832]"
45620,81631,FCC/DC/CCC,"[39.654162, -106.829503]"
45629,81615,FCC/DC/CCC,"[39.221662, -106.860972]"
45684,80910,FCC/DC/CCC,"[38.811285, -104.76534000000001]"
45686,80904,FCC/DC/CCC,"[38.855038, -104.871619]"
45723,80011,School-Age Facility,"[39.729269, -104.845831]"
45751,80525,FCC/DC/CCC,"[40.546621, -105.02465600000001]"
45758,80003,FCC/DC/CCC,"[39.829676, -105.08104399999999]"
45800,80911,FCC/DC/CCC,"[38.772649, -104.73671999999999]"
45822,80528,FCC/DC/CCC,"[40.518955, -105.04371499999999]"
45847,80226,Infant/Toddler Facility,"[39.698980999999996, -105.122541]"
45852,80524,FCC/DC/CCC,"[40.592057000000004, -105.07281200000001]"
45902,80521,FCC/DC/CCC,"[40.579547999999996, -105.129185]"
45964,81003,Preschool Facility,"[38.283164, -104.612926]"
45967,80127,FCC/DC/CCC,"[39.630313, -105.119428]"
45970,80112,FCC/DC/CCC,"[39.592442999999996, -104.90483700000001]"
45983,80303,FCC/DC/CCC,"[40.002461, -105.25318100000001]"
45985,80302,FCC/DC/CCC,"[40.014187, -105.26599099999999]"
45988,81211,FCC/DC/CCC,"[38.835961, -106.133243]"
45995,80211,FCC/DC/CCC,"[39.755187, -105.02781]"
46001,81201,FCC/DC/CCC,"[38.532708, -105.99541]"
46004,80204,FCC/DC/CCC,"[39.740407, -105.00322]"
46022,80205,FCC/DC/CCC,"[39.754894, -104.974731]"
46026,80210,FCC/DC/CCC,"[39.668089, -104.969122]"
46028,80205,FCC/DC/CCC,"[39.765065, -104.95551699999999]"
46029,80222,FCC/DC/CCC,"[39.674389, -104.938717]"
46032,80219,FCC/DC/CCC,"[39.677724, -105.052628]"
46036,80207,FCC/DC/CCC,"[39.764792, -104.91965900000001]"
46039,80222,FCC/DC/CCC,"[39.689944, -104.92178100000001]"
46041,80219,FCC/DC/CCC,"[39.6899, -105.038366]"
46062,80013,FCC/DC/CCC,"[39.63881, -104.78418]"
46082,80219,FCC/DC/CCC,"[39.698865000000005, -105.033957]"
46085,80206,FCC/DC/CCC,"[39.73148, -104.952692]"
46087,80218,FCC/DC/CCC,"[39.737418, -104.96758700000001]"
46097,80220,FCC/DC/CCC,"[39.717038, -104.92578400000001]"
46099,80207,FCC/DC/CCC,"[39.747934, -104.926406]"
46101,80120,FCC/DC/CCC,"[39.567299, -104.99539299999999]"
46102,80210,FCC/DC/CCC,"[39.677096, -104.94624099999999]"
46124,80004,Infant/Toddler Facility,"[39.815928, -105.14568799999999]"
46153,80903,FCC/DC/CCC,"[38.833321999999995, -104.82759899999999]"
46155,80918,FCC/DC/CCC,"[38.917885, -104.762366]"
46156,80911,FCC/DC/CCC,"[38.754191, -104.737768]"
46160,80906,FCC/DC/CCC,"[38.799729, -104.845646]"
46162,80918,FCC/DC/CCC,"[38.900855, -104.76544]"
46163,80903,FCC/DC/CCC,"[38.852429, -104.820252]"
46167,80904,FCC/DC/CCC,"[38.851213, -104.850086]"
46171,80904,FCC/DC/CCC,"[38.854439, -104.86859799999999]"
46174,80906,Preschool Facility,"[38.790251, -104.85568599999999]"
46243,81623,FCC/DC/CCC,"[39.399183, -107.21661200000001]"
46248,81601,Preschool Facility,"[39.539084, -107.322805]"
46255,80459,FCC/DC/CCC,"[40.061088, -106.386358]"
46279,81212,FCC/DC/CCC,"[38.416794, -105.19009799999999]"
46329,80226,FCC/DC/CCC,"[39.692284, -105.068823]"
46348,81321,School-Age Facility,"[37.355721, -108.62077099999999]"
46364,80033,Preschool Facility,"[39.771033, -105.07648700000001]"
46395,80003,Infant/Toddler Facility,"[39.815444, -105.074638]"
46425,80021,FCC/DC/CCC,"[39.862109000000004, -105.083996]"
46455,81301,FCC/DC/CCC,"[37.275960999999995, -107.877525]"
46475,80537,FCC/DC/CCC,"[40.397897, -105.09039399999999]"
46489,81082,FCC/DC/CCC,"[37.170503000000004, -104.517453]"
46514,81506,FCC/DC/CCC,"[39.092797999999995, -108.551368]"
46519,81504,Preschool Facility,"[39.075902, -108.508785]"
46529,81506,FCC/DC/CCC,"[39.090829, -108.54253200000001]"
46555,80498,FCC/DC/CCC,"[39.650934, -106.088977]"
46568,80214,FCC/DC/CCC,"[39.732093, -105.055302]"
46569,80226,FCC/DC/CCC,"[39.709928000000005, -105.119914]"
46578,80526,FCC/DC/CCC,"[40.549039, -105.10394299999999]"
46579,80526,FCC/DC/CCC,"[40.549451, -105.096722]"
46582,80521,FCC/DC/CCC,"[40.578765999999995, -105.090268]"
46584,81321,FCC/DC/CCC,"[37.351675, -108.554259]"
46640,81001,FCC/DC/CCC,"[38.2759, -104.561719]"
46671,80487,FCC/DC/CCC,"[40.462790000000005, -106.812722]"
46677,80424,FCC/DC/CCC,"[39.492596999999996, -106.048994]"
46680,80631,FCC/DC/CCC,"[40.415046999999994, -104.698643]"
46681,81648,FCC/DC/CCC,"[40.087818, -108.80115500000001]"
46684,81003,FCC/DC/CCC,"[38.280127, -104.6145]"
